2023/05/19 11:36:30.231	1	Acquired Data:	33451	11808	null
2023/05/19 11:36:30.243	2	Acquired Data:	33269	11801	null
2023/05/19 11:36:30.263	3	Acquired Data:	33097	11808	null
2023/05/19 11:36:30.263	4	Acquired Data:	32932	11802	null
2023/05/19 11:36:30.265	5	Acquired Data:	32748	11806	null
2023/05/19 11:36:30.271	6	Acquired Data:	32574	11802	null
2023/05/19 11:36:30.298	7	Acquired Data:	32408	11808	null
2023/05/19 11:36:30.298	8	Acquired Data:	32244	11800	null
2023/05/19 11:36:30.298	9	Acquired Data:	32089	11805	null
2023/05/19 11:36:30.333	10	Acquired Data:	31939	11799	null
2023/05/19 11:36:30.333	11	Acquired Data:	31802	11806	null
2023/05/19 11:36:30.337	12	Acquired Data:	31660	11799	null
2023/05/19 11:36:30.337	13	Acquired Data:	31530	11802	null
2023/05/19 11:36:30.368	14	Acquired Data:	31407	11798	null
2023/05/19 11:36:30.372	15	Acquired Data:	31312	11802	null
2023/05/19 11:36:30.372	16	Acquired Data:	31216	11798	null
2023/05/19 11:36:30.408	17	Acquired Data:	31119	11802	null
2023/05/19 11:36:30.408	18	Acquired Data:	31036	11800	null
2023/05/19 11:36:30.408	19	Acquired Data:	30969	11802	null
2023/05/19 11:36:30.408	20	Acquired Data:	30893	11794	null
2023/05/19 11:36:30.443	21	Acquired Data:	30826	11801	null
2023/05/19 11:36:30.443	22	Acquired Data:	30769	11797	null
2023/05/19 11:36:30.443	23	Acquired Data:	30706	11802	null
2023/05/19 11:36:30.446	24	Acquired Data:	30638	11794	null
2023/05/19 11:36:30.476	25	Acquired Data:	30578	11802	null
2023/05/19 11:36:30.480	26	Acquired Data:	30518	11795	null
2023/05/19 11:36:30.480	27	Acquired Data:	30464	11802	null
2023/05/19 11:36:30.492	28	Acquired Data:	30407	11793	null
2023/05/19 11:36:30.525	29	Acquired Data:	30370	11802	null
2023/05/19 11:36:30.525	30	Acquired Data:	30332	11796	null
2023/05/19 11:36:30.525	31	Acquired Data:	30282	11800	null
2023/05/19 11:36:30.529	32	Acquired Data:	30218	11795	null
2023/05/19 11:36:30.560	33	Acquired Data:	30167	11801	null
2023/05/19 11:36:30.560	34	Acquired Data:	30106	11793	null
2023/05/19 11:36:30.560	35	Acquired Data:	30044	11799	null
2023/05/19 11:36:30.596	36	Acquired Data:	29952	11793	null
2023/05/19 11:36:30.596	37	Acquired Data:	29880	11797	null
2023/05/19 11:36:30.598	38	Acquired Data:	29814	11792	null
2023/05/19 11:36:30.598	39	Acquired Data:	29735	11800	null
2023/05/19 11:36:30.631	40	Acquired Data:	29668	11790	null
2023/05/19 11:36:30.634	41	Acquired Data:	29660	11800	null
2023/05/19 11:36:30.634	42	Acquired Data:	29779	11792	null
2023/05/19 11:36:30.642	43	Acquired Data:	30198	11798	null
2023/05/19 11:36:30.673	44	Acquired Data:	31042	11795	null
2023/05/19 11:36:30.673	45	Acquired Data:	32232	11800	null
2023/05/19 11:36:30.676	46	Acquired Data:	33577	11792	null
2023/05/19 11:36:30.676	47	Acquired Data:	34929	11796	null
2023/05/19 11:36:30.718	48	Acquired Data:	36170	11794	null
2023/05/19 11:36:30.718	49	Acquired Data:	37176	11797	null
2023/05/19 11:36:30.722	50	Acquired Data:	37876	11791	null
2023/05/19 11:36:30.725	51	Acquired Data:	38311	11795	null
2023/05/19 11:36:30.757	52	Acquired Data:	38490	11789	null
2023/05/19 11:36:30.757	53	Acquired Data:	38468	11796	null
2023/05/19 11:36:30.757	54	Acquired Data:	38301	11784	null
2023/05/19 11:36:30.760	55	Acquired Data:	38010	11795	null
2023/05/19 11:36:30.792	56	Acquired Data:	37666	11790	null
2023/05/19 11:36:30.792	57	Acquired Data:	37292	11793	null
2023/05/19 11:36:30.795	58	Acquired Data:	36910	11790	null
2023/05/19 11:36:30.798	59	Acquired Data:	36530	11794	null
2023/05/19 11:36:30.831	60	Acquired Data:	36186	11788	null
2023/05/19 11:36:30.831	61	Acquired Data:	35901	11792	null
2023/05/19 11:36:30.834	62	Acquired Data:	35604	11787	null
2023/05/19 11:36:30.834	63	Acquired Data:	35338	11792	null
2023/05/19 11:36:30.866	64	Acquired Data:	35047	11786	null
2023/05/19 11:36:30.869	65	Acquired Data:	34749	11792	null
2023/05/19 11:36:30.870	66	Acquired Data:	34422	11789	null
2023/05/19 11:36:30.902	67	Acquired Data:	34103	11792	null
2023/05/19 11:36:30.902	68	Acquired Data:	33809	11786	null
2023/05/19 11:36:30.905	69	Acquired Data:	33591	11788	null
2023/05/19 11:36:30.936	70	Acquired Data:	33444	11784	null
2023/05/19 11:36:30.936	71	Acquired Data:	33398	11788	null
2023/05/19 11:36:30.941	72	Acquired Data:	33412	11782	null
2023/05/19 11:36:30.941	73	Acquired Data:	33474	11791	null
2023/05/19 11:36:30.973	74	Acquired Data:	33570	11784	null
2023/05/19 11:36:30.976	75	Acquired Data:	33705	11786	null
2023/05/19 11:36:30.976	76	Acquired Data:	33834	11781	null
2023/05/19 11:36:30.979	77	Acquired Data:	33924	11784	null
2023/05/19 11:36:31.011	78	Acquired Data:	33988	11778	null
2023/05/19 11:36:31.011	79	Acquired Data:	33991	11784	null
2023/05/19 11:36:31.014	80	Acquired Data:	33951	11779	null
2023/05/19 11:36:31.020	81	Acquired Data:	33856	11784	null
2023/05/19 11:36:31.052	82	Acquired Data:	33736	11781	null
2023/05/19 11:36:31.052	83	Acquired Data:	33588	11783	null
2023/05/19 11:36:31.056	84	Acquired Data:	33399	11777	null
2023/05/19 11:36:31.059	85	Acquired Data:	33206	11783	null
2023/05/19 11:36:31.092	86	Acquired Data:	33018	11776	null
2023/05/19 11:36:31.095	87	Acquired Data:	32832	11782	null
2023/05/19 11:36:31.095	88	Acquired Data:	32633	11778	null
2023/05/19 11:36:31.095	89	Acquired Data:	32436	11783	null
2023/05/19 11:36:31.130	90	Acquired Data:	32249	11777	null
2023/05/19 11:36:31.133	91	Acquired Data:	32076	11784	null
2023/05/19 11:36:31.136	92	Acquired Data:	31905	11775	null
2023/05/19 11:36:31.136	93	Acquired Data:	31732	11786	null
2023/05/19 11:36:31.168	94	Acquired Data:	31586	11776	null
2023/05/19 11:36:31.172	95	Acquired Data:	31466	11782	null
2023/05/19 11:36:31.204	96	Acquired Data:	31334	11776	null
2023/05/19 11:36:31.208	97	Acquired Data:	31225	11785	null
2023/05/19 11:36:31.208	98	Acquired Data:	31128	11777	null
2023/05/19 11:36:31.208	99	Acquired Data:	31041	11783	null
2023/05/19 11:36:31.211	100	Acquired Data:	30963	11778	null
2023/05/19 11:36:31.243	101	Acquired Data:	30890	11782	null
2023/05/19 11:36:31.243	102	Acquired Data:	30841	11776	null
2023/05/19 11:36:31.246	103	Acquired Data:	30794	11781	null
2023/05/19 11:36:31.246	104	Acquired Data:	30736	11772	null
2023/05/19 11:36:31.278	105	Acquired Data:	30673	11784	null
2023/05/19 11:36:31.281	106	Acquired Data:	30608	11776	null
2023/05/19 11:36:31.281	107	Acquired Data:	30530	11780	null
2023/05/19 11:36:31.314	108	Acquired Data:	30453	11774	null
2023/05/19 11:36:31.317	109	Acquired Data:	30372	11782	null
2023/05/19 11:36:31.317	110	Acquired Data:	30300	11772	null
2023/05/19 11:36:31.317	111	Acquired Data:	30236	11780	null
2023/05/19 11:36:31.355	112	Acquired Data:	30214	11775	null
2023/05/19 11:36:31.359	113	Acquired Data:	30344	11780	null
2023/05/19 11:36:31.359	114	Acquired Data:	30756	11774	null
2023/05/19 11:36:31.359	115	Acquired Data:	31518	11778	null
2023/05/19 11:36:31.391	116	Acquired Data:	32612	11771	null
2023/05/19 11:36:31.394	117	Acquired Data:	33879	11779	null
2023/05/19 11:36:31.395	118	Acquired Data:	35154	11773	null
2023/05/19 11:36:31.395	119	Acquired Data:	36309	11776	null
2023/05/19 11:36:31.429	120	Acquired Data:	37263	11772	null
2023/05/19 11:36:31.429	121	Acquired Data:	37968	11779	null
2023/05/19 11:36:31.429	122	Acquired Data:	38406	11768	null
2023/05/19 11:36:31.462	123	Acquired Data:	38604	11777	null
2023/05/19 11:36:31.465	124	Acquired Data:	38616	11772	null
2023/05/19 11:36:31.465	125	Acquired Data:	38484	11779	null
2023/05/19 11:36:31.500	126	Acquired Data:	38232	11770	null
2023/05/19 11:36:31.500	127	Acquired Data:	37935	11776	null
2023/05/19 11:36:31.503	128	Acquired Data:	37600	11768	null
2023/05/19 11:36:31.503	129	Acquired Data:	37268	11777	null
2023/05/19 11:36:31.538	130	Acquired Data:	36962	11769	null
2023/05/19 11:36:31.542	131	Acquired Data:	36677	11775	null
2023/05/19 11:36:31.545	132	Acquired Data:	36413	11770	null
2023/05/19 11:36:31.545	133	Acquired Data:	36168	11778	null
2023/05/19 11:36:31.552	134	Acquired Data:	35916	11768	null
2023/05/19 11:36:31.584	135	Acquired Data:	35663	11773	null
2023/05/19 11:36:31.587	136	Acquired Data:	35380	11769	null
2023/05/19 11:36:31.587	137	Acquired Data:	35054	11775	null
2023/05/19 11:36:31.587	138	Acquired Data:	34705	11769	null
2023/05/19 11:36:31.621	139	Acquired Data:	34392	11771	null
2023/05/19 11:36:31.621	140	Acquired Data:	34142	11765	null
2023/05/19 11:36:31.625	141	Acquired Data:	33924	11774	null
2023/05/19 11:36:31.657	142	Acquired Data:	33812	11766	null
2023/05/19 11:36:31.657	143	Acquired Data:	33753	11773	null
2023/05/19 11:36:31.660	144	Acquired Data:	33754	11766	null
2023/05/19 11:36:31.663	145	Acquired Data:	33808	11771	null
2023/05/19 11:36:31.672	146	Acquired Data:	33880	11765	null
2023/05/19 11:36:31.695	147	Acquired Data:	33967	11772	null
2023/05/19 11:36:31.698	148	Acquired Data:	34031	11763	null
2023/05/19 11:36:31.698	149	Acquired Data:	34052	11772	null
2023/05/19 11:36:31.730	150	Acquired Data:	34041	11766	null
