Time,HR,HR_clean,Phase
2023-05-05 13:27:33.824,,90.22556390977444,
2023-05-05 13:27:34.559,81.63265306122447,90.36165073316775,
2023-05-05 13:27:35.264,85.1063829787234,90.45258085131627,
2023-05-05 13:27:35.926,90.63444108761328,91.03523259609734,baseline
2023-05-05 13:27:36.591,90.22556390977444,91.08080043978141,baseline
2023-05-05 13:27:37.254,90.49773755656108,91.30398011586549,baseline
2023-05-05 13:27:37.928,89.02077151335311,91.08080043978141,baseline
2023-05-05 13:27:38.557,95.38950715421304,91.30398011586549,baseline
2023-05-05 13:27:38.882,184.6153846153846,91.30398011586549,baseline
2023-05-05 13:27:39.207,184.6153846153846,91.17007231021505,baseline
2023-05-05 13:27:39.850,93.31259720062208,90.90225669891416,baseline
2023-05-05 13:27:40.077,264.3171806167401,90.90225669891416,baseline
2023-05-05 13:27:40.468,153.4526854219949,90.85762076369735,baseline
2023-05-05 13:27:41.140,89.28571428571428,90.60710038140284,baseline
2023-05-05 13:27:41.779,93.89671361502347,90.57975967519239,baseline
2023-05-05 13:27:42.454,88.88888888888889,90.22890762161242,baseline
2023-05-05 13:27:43.097,93.31259720062208,90.39508628550115,baseline
2023-05-05 13:27:43.776,88.36524300441826,90.04247729318627,baseline
2023-05-05 13:27:44.505,82.30452674897118,89.58390011162935,baseline
2023-05-05 13:27:45.200,86.33093525179855,87.48633880057317,baseline
2023-05-05 13:27:45.949,80.10680907877169,85.68457439420627,baseline
2023-05-05 13:27:46.673,82.87292817679557,83.98864948356623,baseline
2023-05-05 13:27:47.411,81.30081300813006,83.18273470119414,baseline
2023-05-05 13:27:48.159,80.21390374331551,82.55628853797741,baseline
2023-05-05 13:27:48.915,79.36507936507937,81.89740344985469,baseline
2023-05-05 13:27:49.632,83.68200836820083,81.46809863160358,baseline
2023-05-05 13:27:51.711,28.86002886002886,80.4289544235925,baseline
2023-05-05 13:27:53.451,34.48275862068965,80.4289544235925,baseline
2023-05-05 13:27:53.759,194.80519480519482,81.06860378449935,baseline
2023-05-05 13:27:54.284,114.28571428571428,81.7082531454062,baseline
2023-05-05 13:27:55.030,80.4289544235925,81.38842846495278,baseline
2023-05-05 13:27:55.777,80.32128514056225,81.26387535762994,baseline
2023-05-05 13:27:56.500,82.9875518672199,80.37511978207738,baseline
2023-05-05 13:27:57.219,83.44923504867872,80.3392300210673,baseline
2023-05-05 13:27:57.971,79.7872340425532,80.2322766242274,baseline
2023-05-05 13:27:58.674,85.34850640113797,80.14326810789258,baseline
2023-05-05 13:27:59.442,78.125,79.41117306103848,baseline
2023-05-05 13:28:00.227,76.43312101910827,78.204126870222,baseline
2023-05-05 13:28:01.013,76.33587786259541,76.99708067940553,baseline
2023-05-05 13:28:01.820,74.34944237918215,76.40070663360399,baseline
2023-05-05 13:28:02.615,75.47169811320754,76.36829224809969,baseline
2023-05-05 13:28:03.420,74.53416149068323,76.33587786259541,baseline
2023-05-05 13:28:04.214,75.56675062972292,76.07950211830457,baseline
2023-05-05 13:28:05.024,74.07407407407408,75.79144220184196,baseline
2023-05-05 13:28:05.796,77.720207253886,75.50338228537933,baseline
2023-05-05 13:28:06.626,72.28915662650601,75.47169811320754,baseline
2023-05-05 13:28:07.381,79.47019867549669,75.50338228537933,baseline
2023-05-05 13:28:08.132,79.89347536617844,75.53506645755112,baseline
2023-05-05 13:28:08.932,75.0,75.75854441304709,baseline
2023-05-05 13:28:09.743,73.98273736128236,75.95033819637126,baseline
2023-05-05 13:28:10.468,82.75862068965516,76.14213197969544,baseline
2023-05-05 13:28:11.187,83.44923504867872,75.9517766497462,baseline
2023-05-05 13:28:11.931,80.64516129032258,75.76142131979695,baseline
2023-05-05 13:28:12.743,73.89162561576354,75.57106598984772,baseline
2023-05-05 13:28:13.531,76.14213197969544,75.5710659898477,baseline
2023-05-05 13:28:14.420,67.49156355455568,75.80991949303244,baseline
2023-05-05 13:28:15.237,73.43941248470011,76.04877299621712,baseline
2023-05-05 13:28:16.818,37.950664136622386,75.18107608928537,baseline
2023-05-05 13:28:17.603,76.43312101910827,73.98307564746622,baseline
2023-05-05 13:28:18.355,79.7872340425532,73.80185459321085,baseline
2023-05-05 13:28:19.110,79.47019867549669,71.65826035141349,baseline
2023-05-05 13:28:19.918,74.25742574257426,69.5756327974179,baseline
2023-05-05 13:28:20.805,67.64374295377678,67.33469807551573,baseline
2023-05-05 13:28:21.717,65.78947368421052,66.71660831899365,baseline
2023-05-05 13:28:22.725,59.523809523809526,66.4075634407326,baseline
2023-05-05 13:28:23.754,58.30903790087463,66.71660831899365,baseline
2023-05-05 13:28:24.807,56.98005698005697,67.18017563638521,baseline
2023-05-05 13:28:25.817,59.40594059405941,67.33408631432327,baseline
2023-05-05 13:28:26.788,61.791967044284235,68.22767764184196,baseline
2023-05-05 13:28:27.060,220.58823529411762,69.4045557319828,baseline
2023-05-05 13:28:27.695,94.48818897637796,69.84701110503691,baseline
2023-05-05 13:28:28.574,68.25938566552901,71.0334874183769,baseline
2023-05-05 13:28:28.838,227.27272727272725,71.47235607621447,baseline
2023-05-05 13:28:29.454,97.40259740259741,71.62134550222206,baseline
2023-05-05 13:28:30.290,71.77033492822966,71.90098480977377,baseline
2023-05-05 13:28:31.109,73.26007326007326,72.11873461234728,baseline
2023-05-05 13:28:31.952,71.17437722419928,72.4671342964649,baseline
2023-05-05 13:28:32.776,72.81553398058252,72.19360817040102,baseline
2023-05-05 13:28:33.818,57.58157389635316,71.92008204433715,baseline
2023-05-05 13:28:35.370,38.65979381443299,71.32336665020688,baseline
2023-05-05 13:28:37.582,27.124773960216995,72.59594551863866,baseline
2023-05-05 13:28:38.433,70.50528789659224,74.02556987689617,baseline
2023-05-05 13:28:39.061,95.54140127388536,75.63199729073604,baseline
2023-05-05 13:28:39.890,72.3763570566948,77.61135925572735,baseline
2023-05-05 13:28:40.636,80.4289544235925,78.63763831521364,baseline
2023-05-05 13:28:41.400,78.53403141361257,78.7412452168147,baseline
2023-05-05 13:28:42.122,83.10249307479224,79.10698172927563,baseline
2023-05-05 13:28:42.880,79.15567282321899,79.68493184179881,baseline
2023-05-05 13:28:43.604,82.87292817679557,80.05566815111985,baseline
2023-05-05 13:28:44.427,72.90400972053462,80.16092835434222,baseline
2023-05-05 13:28:45.200,77.61966364812419,80.05397495750233,baseline
2023-05-05 13:28:45.949,80.10680907877169,79.78849885140367,baseline
